gvkey,year,patents_applied,patents_granted,private_subsidiary_patents,distinct_assignee_names,private_subsidiary_share
004186,2000,16,16,0,1,0.0
004186,2001,16,16,0,1,0.0
004186,2002,11,11,0,1,0.0
004186,2003,5,5,0,1,0.0
004186,2004,6,6,0,1,0.0
004186,2005,22,22,0,1,0.0
004186,2006,9,9,0,1,0.0
004186,2007,6,6,0,1,0.0
004186,2008,4,4,0,1,0.0
004186,2009,4,4,0,1,0.0
004186,2010,1,1,0,1,0.0
004186,2011,5,5,0,1,0.0
004186,2012,14,14,0,1,0.0
004186,2013,7,7,0,1,0.0
004186,2014,8,8,0,1,0.0
004186,2015,6,6,0,1,0.0
004186,2016,2,2,0,1,0.0
004186,2017,3,3,1,2,0.3333333333333333
004186,2018,5,5,1,2,0.2
004186,2019,2,2,0,1,0.0
004194,1997,1143,1143,6,3,0.005249343832020997
004194,1998,1157,1157,0,1,0.0
004194,1999,729,729,0,1,0.0
004194,2000,962,962,0,1,0.0
004194,2001,885,885,0,1,0.0
004194,2002,882,882,1,2,0.0011337868480725624
004194,2003,748,748,4,2,0.0053475935828877
004194,2004,645,645,4,3,0.006201550387596899
004194,2005,429,429,6,4,0.013986013986013986
004194,2006,309,309,2,2,0.006472491909385114
004194,2007,304,304,2,2,0.006578947368421052
004194,2008,263,263,0,1,0.0
004194,2009,288,288,2,2,0.006944444444444444
004194,2010,289,289,3,2,0.010380622837370242
004194,2011,285,285,1,2,0.0035087719298245615
004194,2012,303,303,3,2,0.009900990099009901
004194,2013,160,160,2,2,0.0125
004194,2014,192,192,0,1,0.0
004194,2015,64,64,1,2,0.015625
004194,2016,70,70,3,2,0.04285714285714286
004194,2017,54,54,1,2,0.018518518518518517
004194,2018,23,23,0,1,0.0
004194,2019,1,1,0,1,0.0
004199,1997,189,189,2,2,0.010582010582010581
004199,1998,195,195,0,1,0.0
004199,1999,176,176,0,1,0.0
004199,2000,191,191,0,1,0.0
004199,2001,142,142,0,1,0.0
004199,2002,147,147,0,1,0.0
004199,2003,147,147,6,4,0.04081632653061224
004199,2004,164,164,10,4,0.06097560975609756
004199,2005,176,176,6,5,0.03409090909090909
004199,2006,161,161,2,2,0.012422360248447204
004199,2007,167,167,2,3,0.011976047904191617
004199,2008,149,149,7,4,0.04697986577181208
004199,2009,154,154,1,2,0.006493506493506494
004199,2010,135,135,1,2,0.007407407407407408
004199,2011,191,191,15,4,0.07853403141361257
004199,2012,316,316,139,7,0.439873417721519
004199,2013,419,419,171,9,0.4081145584725537
004199,2014,452,452,160,10,0.35398230088495575
004199,2015,462,462,164,8,0.354978354978355
004199,2016,436,436,105,8,0.2408256880733945
004199,2017,376,376,69,7,0.18351063829787234
004199,2018,225,225,15,5,0.06666666666666667
004199,2019,131,131,5,4,0.03816793893129771
004199,2020,4,4,0,1,0.0
004204,1997,3,3,0,1,0.0
004205,1997,1,1,0,1,0.0
004205,1999,1,1,0,1,0.0
004213,1997,5,5,5,1,1.0
004213,1998,2,2,2,1,1.0
004213,1999,1,1,1,1,1.0
004213,2001,3,3,3,1,1.0
004213,2002,2,2,2,1,1.0
004213,2003,1,1,1,1,1.0
004213,2005,1,1,1,1,1.0
004213,2007,1,1,1,1,1.0
004213,2008,47,47,47,1,1.0
004213,2009,77,77,77,1,1.0
004213,2010,101,101,101,1,1.0
004213,2011,100,100,100,1,1.0
004213,2012,132,132,132,3,1.0
004213,2013,161,161,161,2,1.0
004213,2014,167,167,167,2,1.0
004213,2015,126,126,126,3,1.0
004213,2016,175,175,175,2,1.0
004213,2017,159,159,159,2,1.0
004213,2018,90,90,90,2,1.0
004213,2019,40,40,40,2,1.0
004222,1998,1,1,0,1,0.0
004222,2000,2,2,0,1,0.0
004222,2001,1,1,0,1,0.0
004222,2003,1,1,0,1,0.0
004223,1997,13,13,0,1,0.0
004223,1998,3,3,0,1,0.0
004242,1999,2,2,0,1,0.0
004242,2002,2,2,0,1,0.0
004242,2006,1,1,1,1,1.0
004242,2010,1,1,1,1,1.0
004251,1997,2,2,1,2,0.5
004251,1998,3,3,1,2,0.3333333333333333
004251,1999,5,5,4,2,0.8
004251,2000,3,3,3,1,1.0
004251,2001,6,6,4,4,0.6666666666666666
004251,2002,5,5,3,2,0.6
004251,2003,5,5,3,3,0.6
004251,2004,8,8,3,5,0.375
004251,2005,10,10,8,3,0.8
004251,2006,5,5,5,2,1.0
004274,1997,6,6,0,1,0.0
004274,1998,6,6,0,1,0.0
004274,1999,7,7,0,1,0.0
004274,2000,5,5,0,1,0.0
004274,2001,11,11,0,1,0.0
004274,2002,15,15,0,1,0.0
004274,2003,10,10,0,1,0.0
004274,2004,18,18,0,1,0.0
004274,2005,30,30,0,1,0.0
004274,2006,24,24,0,1,0.0
004274,2007,30,30,0,1,0.0
004274,2008,37,37,0,1,0.0
004274,2009,22,22,0,1,0.0
004274,2010,33,33,4,2,0.12121212121212122
004274,2011,23,23,3,2,0.13043478260869565
004274,2012,15,15,2,2,0.13333333333333333
004274,2013,19,19,0,1,0.0
004274,2014,13,13,1,2,0.07692307692307693
004274,2015,3,3,0,1,0.0
004274,2016,4,4,0,1,0.0
004274,2017,1,1,0,1,0.0
004275,2000,1,1,0,1,0.0
004275,2001,1,1,0,1,0.0
004275,2005,1,1,0,1,0.0
004275,2007,1,1,0,1,0.0
004275,2009,2,2,0,1,0.0
004279,1997,3,3,0,2,0.0
004279,1998,3,3,0,1,0.0
004279,1999,4,4,0,1,0.0
004279,2000,4,4,0,1,0.0
004279,2001,5,5,0,1,0.0
004279,2002,11,11,0,1,0.0
004279,2003,6,6,0,1,0.0
004279,2004,3,3,0,1,0.0
004279,2005,4,4,0,1,0.0
004279,2006,14,14,0,1,0.0
004279,2007,7,7,0,1,0.0
004279,2008,2,2,0,1,0.0
004279,2009,1,1,0,1,0.0
004279,2010,2,2,0,1,0.0
004302,1998,1,1,0,1,0.0
004312,1997,1,1,0,1,0.0
004312,1998,1,1,0,1,0.0
004316,1999,1,1,0,1,0.0
004321,1997,159,159,61,20,0.3836477987421384
004321,1998,163,163,61,22,0.37423312883435583
004321,1999,200,200,81,20,0.405
004321,2000,196,196,94,28,0.47959183673469385
004321,2001,193,193,102,29,0.5284974093264249
004321,2002,232,232,120,32,0.5172413793103449
004321,2003,228,228,130,32,0.5701754385964912
004321,2004,240,240,140,30,0.5833333333333334
004321,2005,246,246,143,24,0.5813008130081301
004321,2006,264,264,159,31,0.6022727272727273
004321,2007,226,226,141,29,0.6238938053097345
004321,2008,217,217,136,32,0.6267281105990783
004321,2009,204,204,139,28,0.6813725490196079
004321,2010,210,210,143,32,0.680952380952381
004321,2011,204,204,129,31,0.6323529411764706
004321,2012,225,225,131,30,0.5822222222222222
004321,2013,307,307,213,34,0.6938110749185668
004321,2014,309,309,210,31,0.6796116504854369
004321,2015,243,243,182,39,0.7489711934156379
004321,2016,263,263,210,35,0.7984790874524715
004321,2017,231,231,185,34,0.8008658008658008
004321,2018,141,141,108,26,0.7659574468085106
004321,2019,35,35,30,13,0.8571428571428571
004322,1998,1,1,0,1,0.0
004322,2001,4,4,0,1,0.0
004322,2003,1,1,0,1,0.0
004329,1997,7,7,0,1,0.0
004329,1998,3,3,0,1,0.0
004329,1999,2,2,0,1,0.0
004340,1997,5,5,0,1,0.0
004340,1998,12,12,0,1,0.0
004340,1999,8,8,0,1,0.0
004340,2000,4,4,0,1,0.0
004340,2001,4,4,0,1,0.0
004340,2002,15,15,0,1,0.0
004340,2003,30,30,0,1,0.0
004340,2004,15,15,0,1,0.0
004340,2005,21,21,0,1,0.0
004340,2006,9,9,0,1,0.0
004340,2007,23,23,0,1,0.0
004340,2008,19,19,0,1,0.0
004340,2009,8,8,0,1,0.0
004340,2010,6,6,0,1,0.0
004340,2011,4,4,0,1,0.0
004340,2012,7,7,0,1,0.0
004340,2013,8,8,0,1,0.0
004340,2014,12,12,2,2,0.16666666666666666
004341,2006,2,2,0,1,0.0
004349,1997,1,1,0,1,0.0
004351,1998,1,1,0,1,0.0
004351,2001,1,1,0,1,0.0
004351,2002,2,2,0,1,0.0
004351,2003,1,1,0,1,0.0
004351,2004,1,1,0,1,0.0
004351,2005,1,1,0,1,0.0
004367,1998,29,29,28,2,0.9655172413793104
004367,1999,55,55,51,3,0.9272727272727272
004367,2000,75,75,75,2,1.0
004367,2001,99,99,98,3,0.98989898989899
004367,2002,136,136,135,5,0.9926470588235294
004367,2003,166,166,166,5,1.0
004367,2004,124,124,123,8,0.9919354838709677
004367,2005,98,98,98,8,1.0
004367,2006,93,93,93,7,1.0
004367,2007,99,99,99,9,1.0
004367,2008,80,80,80,11,1.0
004367,2009,82,82,82,11,1.0
004367,2010,81,81,81,9,1.0
004367,2011,92,92,92,11,1.0
004367,2012,61,61,61,12,1.0
004367,2013,70,70,70,14,1.0
004367,2014,40,40,39,14,0.975
004367,2015,29,29,29,10,1.0
004367,2016,43,43,43,7,1.0
004367,2017,16,16,15,7,0.9375
004367,2018,14,14,14,3,1.0
004367,2019,7,7,7,3,1.0
004371,1997,43,43,0,1,0.0
004371,1998,34,34,0,1,0.0
004371,1999,32,32,0,1,0.0
004371,2000,51,51,0,1,0.0
004371,2001,43,43,0,1,0.0
004371,2002,43,43,0,1,0.0
004371,2003,21,21,0,1,0.0
004371,2004,15,15,0,1,0.0
004371,2005,8,8,1,2,0.125
004372,1997,1,1,0,1,0.0
004372,2000,1,1,0,1,0.0
004372,2001,3,3,0,1,0.0
004372,2002,5,5,0,1,0.0
004372,2003,1,1,0,1,0.0
004372,2004,2,2,0,1,0.0
004383,2001,1,1,0,1,0.0
004383,2002,6,6,0,1,0.0
004383,2003,1,1,0,1,0.0
004383,2006,1,1,0,1,0.0
004383,2010,1,1,0,1,0.0
004383,2011,1,1,0,1,0.0
004383,2012,2,2,0,1,0.0
004409,1997,17,17,0,1,0.0
004409,1998,12,12,0,1,0.0
004409,1999,9,9,0,1,0.0
004409,2000,2,2,0,1,0.0
004409,2001,11,11,0,1,0.0
004409,2002,7,7,0,1,0.0
004409,2003,6,6,0,1,0.0
004409,2004,5,5,0,1,0.0
004409,2005,5,5,0,1,0.0
004409,2006,5,5,0,1,0.0
004409,2007,3,3,0,1,0.0
004409,2008,7,7,0,1,0.0
004409,2009,8,8,0,1,0.0
004409,2010,7,7,0,1,0.0
004409,2011,1,1,0,1,0.0
004409,2012,1,1,0,1,0.0
004409,2013,1,1,0,1,0.0
004415,2002,1,1,0,1,0.0
004415,2009,1,1,0,1,0.0
004415,2010,1,1,0,1,0.0
004415,2011,3,3,0,1,0.0
004415,2012,1,1,0,1,0.0
004415,2013,1,1,0,1,0.0
004415,2015,1,1,0,1,0.0
004418,1997,2,2,0,1,0.0
004418,2002,2,2,0,1,0.0
004418,2003,2,2,0,1,0.0
004418,2004,5,5,0,1,0.0
004418,2005,3,3,0,1,0.0
004418,2007,1,1,0,1,0.0
004418,2008,1,1,0,1,0.0
004418,2009,15,15,11,3,0.7333333333333333
004418,2010,8,8,8,2,1.0
004418,2011,3,3,3,1,1.0
004418,2012,7,7,6,3,0.8571428571428571
004418,2013,5,5,5,1,1.0
004418,2014,4,4,3,2,0.75
004418,2015,11,11,1,2,0.09090909090909091
004418,2016,10,10,7,3,0.7
004418,2017,9,9,5,3,0.5555555555555556
004418,2018,14,14,7,3,0.5
004418,2019,7,7,4,3,0.5714285714285714
004423,1999,3,3,0,1,0.0
004423,2000,2,2,0,1,0.0
004423,2001,4,4,0,1,0.0
004423,2002,1,1,0,1,0.0
004423,2004,2,2,0,1,0.0
004423,2006,2,2,0,1,0.0
004423,2007,2,2,0,1,0.0
004423,2008,4,4,0,1,0.0
004423,2009,1,1,0,1,0.0
004423,2010,2,2,0,1,0.0
004423,2012,2,2,0,1,0.0
004423,2013,3,3,1,2,0.3333333333333333
004423,2014,2,2,0,1,0.0
004423,2015,1,1,1,1,1.0
004423,2016,6,6,0,1,0.0
004423,2017,5,5,1,2,0.2
004423,2018,8,8,0,1,0.0
004423,2019,1,1,0,1,0.0
004439,1997,952,952,0,1,0.0
004439,1998,1023,1023,0,1,0.0
004439,1999,967,967,0,1,0.0
004439,2000,894,894,0,1,0.0
004439,2001,657,657,0,1,0.0
004439,2002,452,452,0,1,0.0
004439,2003,365,365,0,1,0.0
004439,2004,481,481,0,1,0.0
004439,2005,533,533,0,1,0.0
004439,2006,588,588,0,1,0.0
004439,2007,731,731,0,1,0.0
004439,2008,1037,1037,0,1,0.0
004439,2009,972,972,0,1,0.0
004439,2010,1007,1007,0,1,0.0
004439,2011,1279,1279,0,1,0.0
004439,2012,1450,1450,0,1,0.0
004439,2013,1412,1412,0,1,0.0
004439,2014,1363,1363,0,1,0.0
004439,2015,1314,1314,0,1,0.0
004439,2016,993,993,0,1,0.0
004439,2017,639,639,0,1,0.0
004439,2018,365,365,0,1,0.0
004439,2019,197,197,0,1,0.0
004439,2020,8,8,0,1,0.0
004448,1997,1,1,1,1,1.0
004448,1998,4,4,4,2,1.0
004448,1999,1,1,1,1,1.0
004448,2000,5,5,4,3,0.8
004448,2001,11,11,11,2,1.0
004448,2002,9,9,9,4,1.0
004448,2003,17,17,17,3,1.0
004448,2004,16,16,16,3,1.0
004448,2005,9,9,9,3,1.0
004448,2006,5,5,5,2,1.0
004448,2007,7,7,7,3,1.0
004448,2008,11,11,11,4,1.0
004448,2009,10,10,10,2,1.0
004448,2010,12,12,12,2,1.0
004448,2011,12,12,12,2,1.0
004448,2012,7,7,7,2,1.0
004448,2013,8,8,8,2,1.0
004448,2014,10,10,10,2,1.0
004448,2015,14,14,14,2,1.0
004448,2016,13,13,13,2,1.0
004448,2017,7,7,7,3,1.0
004448,2018,8,8,8,2,1.0
004448,2019,3,3,3,2,1.0
004450,1997,1,1,0,1,0.0
004450,1999,1,1,0,1,0.0
004460,1997,8,8,8,3,1.0
004460,1998,4,4,4,4,1.0
004460,1999,12,12,12,5,1.0
004460,2000,6,6,6,3,1.0
004460,2001,6,6,6,3,1.0
004460,2002,12,12,12,7,1.0
004460,2003,6,6,6,5,1.0
004460,2004,6,6,6,4,1.0
004460,2005,7,7,7,5,1.0
004460,2006,4,4,4,3,1.0
004460,2007,11,11,11,6,1.0
004460,2008,13,13,13,5,1.0
004460,2009,8,8,7,5,0.875
004460,2010,8,8,8,5,1.0
004460,2011,12,12,12,7,1.0
004460,2012,19,19,19,9,1.0
004460,2013,12,12,12,7,1.0
004460,2014,8,8,8,6,1.0
004460,2015,10,10,10,10,1.0
004460,2016,6,6,6,4,1.0
004460,2017,3,3,3,3,1.0
004460,2018,2,2,2,2,1.0
004462,1997,14,14,2,2,0.14285714285714285
004462,1998,12,12,3,2,0.25
004462,1999,11,11,1,2,0.09090909090909091
004462,2000,6,6,1,2,0.16666666666666666
004462,2001,4,4,0,1,0.0
004462,2002,9,9,0,1,0.0
004462,2003,3,3,1,2,0.3333333333333333
004462,2004,18,18,18,2,1.0
004462,2005,15,15,15,2,1.0
004462,2006,28,28,28,2,1.0
004462,2007,18,18,18,2,1.0
004462,2008,16,16,16,1,1.0
004462,2009,10,10,10,1,1.0
004462,2010,10,10,10,1,1.0
004462,2011,7,7,7,1,1.0
004462,2012,19,19,19,1,1.0
004462,2013,19,19,19,1,1.0
004462,2014,13,13,13,1,1.0
004462,2015,13,13,13,1,1.0
004462,2016,24,24,24,1,1.0
004462,2017,11,11,11,1,1.0
004462,2018,14,14,14,1,1.0
004462,2019,1,1,1,1,1.0
004467,1997,7,7,0,1,0.0
004467,1998,8,8,0,1,0.0
004467,1999,9,9,0,1,0.0
004467,2000,4,4,0,1,0.0
004467,2001,5,5,0,1,0.0
004467,2002,7,7,0,1,0.0
004467,2003,7,7,0,1,0.0
004467,2004,6,6,0,1,0.0
004467,2005,3,3,0,1,0.0
004467,2006,6,6,0,1,0.0
004467,2007,1,1,0,1,0.0
004467,2008,1,1,0,1,0.0
004467,2009,3,3,0,1,0.0
004467,2012,1,1,0,1,0.0
004467,2013,1,1,1,1,1.0
004467,2017,1,1,0,1,0.0
004476,1997,18,18,0,1,0.0
004476,1998,8,8,0,1,0.0
004476,1999,5,5,0,1,0.0
004476,2000,16,16,0,1,0.0
004476,2001,10,10,0,1,0.0
004476,2002,9,9,0,1,0.0
004476,2003,7,7,0,1,0.0
004476,2004,9,9,0,1,0.0
004476,2005,5,5,0,1,0.0
004476,2006,9,9,0,1,0.0
004476,2007,8,8,0,1,0.0
004476,2008,9,9,0,1,0.0
004476,2009,5,5,0,1,0.0
004476,2010,11,11,0,1,0.0
004476,2011,2,2,0,1,0.0
004476,2012,2,2,0,1,0.0
004476,2013,1,1,0,1,0.0
004476,2014,1,1,1,1,1.0
004476,2016,2,2,0,1,0.0
004477,1999,1,1,0,1,0.0
004477,2005,1,1,0,1,0.0
004477,2008,1,1,0,1,0.0
004479,1997,15,15,3,2,0.2
004479,1998,7,7,4,2,0.5714285714285714
004485,1997,1,1,0,1,0.0
004485,1998,1,1,0,1,0.0
004485,2000,2,2,0,1,0.0
004485,2001,1,1,0,1,0.0
004485,2004,1,1,0,1,0.0
004485,2008,2,2,0,1,0.0
004485,2009,1,1,0,1,0.0
004485,2012,2,2,0,1,0.0
004485,2013,2,2,0,1,0.0
004485,2014,5,5,0,1,0.0
004485,2016,3,3,0,1,0.0
004485,2017,1,1,0,1,0.0
004485,2018,1,1,0,1,0.0
004497,2002,1,1,0,1,0.0
004503,1997,321,321,6,5,0.018691588785046728
004503,1998,306,306,10,5,0.032679738562091505
004503,1999,185,185,14,6,0.07567567567567568
004503,2000,30,30,7,6,0.23333333333333334
004503,2001,272,272,262,7,0.9632352941176471
004503,2002,326,326,322,4,0.9877300613496932
004503,2003,329,329,325,5,0.9878419452887538
004503,2004,258,258,258,1,1.0
004503,2005,356,356,354,4,0.9943820224719101
004503,2006,312,312,312,4,1.0
004503,2007,335,335,335,2,1.0
004503,2008,302,302,302,4,1.0
004503,2009,280,280,280,1,1.0
004503,2010,276,276,276,2,1.0
004503,2011,369,369,369,1,1.0
004503,2012,305,305,305,1,1.0
004503,2013,334,334,334,2,1.0
004503,2014,310,310,310,1,1.0
004503,2015,315,315,315,1,1.0
004503,2016,315,315,315,1,1.0
004503,2017,248,248,248,1,1.0
004503,2018,178,178,178,1,1.0
004503,2019,39,39,39,1,1.0
004503,2020,2,2,2,1,1.0
004507,1998,2,2,0,1,0.0
004507,2000,1,1,0,1,0.0
004507,2001,3,3,0,1,0.0
004510,1997,98,98,1,2,0.01020408163265306
004510,1998,73,73,2,2,0.0273972602739726
004510,1999,54,54,0,1,0.0
004510,2000,85,85,4,2,0.047058823529411764
004510,2001,88,88,5,3,0.056818181818181816
004510,2002,73,73,0,1,0.0
004510,2003,45,45,0,1,0.0
004510,2004,45,45,0,1,0.0
004510,2005,28,28,0,1,0.0
004510,2006,31,31,0,1,0.0
004510,2007,25,25,0,1,0.0
004510,2008,18,18,1,2,0.05555555555555555
004510,2009,20,20,1,2,0.05
004510,2010,31,31,2,2,0.06451612903225806
004510,2011,16,16,0,1,0.0
004510,2012,27,27,0,1,0.0
004510,2013,16,16,0,1,0.0
004510,2014,26,26,1,2,0.038461538461538464
004510,2015,32,32,2,3,0.0625
004510,2016,32,32,2,3,0.0625
004510,2017,17,17,2,3,0.11764705882352941
004510,2018,12,12,0,1,0.0
004510,2019,3,3,0,1,0.0
004517,2002,1,1,0,1,0.0
004517,2004,1,1,0,1,0.0
004517,2005,1,1,0,1,0.0
004517,2007,2,2,0,1,0.0
004517,2011,2,2,0,1,0.0
004517,2012,10,10,0,1,0.0
004517,2013,2,2,0,1,0.0
004517,2014,2,2,0,1,0.0
004517,2015,2,2,0,1,0.0
004517,2016,4,4,0,1,0.0
004517,2017,9,9,0,1,0.0
004517,2018,4,4,0,1,0.0
004517,2019,1,1,0,1,0.0
004520,1999,2,2,0,1,0.0
004555,1997,2,2,0,1,0.0
004555,2000,1,1,0,1,0.0
004555,2002,2,2,0,1,0.0
004555,2003,1,1,0,1,0.0
004555,2004,1,1,0,1,0.0
004568,1997,1,1,0,1,0.0
004595,1997,3,3,0,1,0.0
004595,1998,3,3,1,2,0.3333333333333333
004595,1999,1,1,0,1,0.0
004595,2000,1,1,0,1,0.0
004595,2001,1,1,0,1,0.0
004598,1997,2,2,0,1,0.0
004598,1998,2,2,0,2,0.0
004598,1999,1,1,0,1,0.0
004598,2000,2,2,0,1,0.0
004598,2001,2,2,1,2,0.5
004598,2004,4,4,1,2,0.25
004598,2005,2,2,0,1,0.0
004598,2006,4,4,1,2,0.25
004598,2007,10,10,9,2,0.9
004598,2008,2,2,0,1,0.0
004598,2009,5,5,2,2,0.4
004598,2010,4,4,1,2,0.25
004598,2012,11,11,7,2,0.6363636363636364
004598,2013,4,4,3,2,0.75
004598,2014,42,42,39,2,0.9285714285714286
004598,2015,14,14,10,2,0.7142857142857143
004598,2016,34,34,27,2,0.7941176470588235
004598,2017,24,24,14,3,0.5833333333333334
004598,2018,13,13,8,2,0.6153846153846154
004598,2019,13,13,12,2,0.9230769230769231
004600,1997,11,11,4,2,0.36363636363636365
004600,1998,36,36,8,2,0.2222222222222222
004600,1999,52,52,1,2,0.019230769230769232
004600,2000,34,34,1,2,0.029411764705882353
004600,2001,54,54,1,2,0.018518518518518517
004600,2002,48,48,0,1,0.0
004600,2003,32,32,0,1,0.0
004600,2004,47,47,0,1,0.0
004600,2005,54,54,0,1,0.0
004600,2006,66,66,1,2,0.015151515151515152
004600,2007,84,84,0,1,0.0
004600,2008,43,43,0,1,0.0
004600,2009,109,109,0,1,0.0
004600,2010,86,86,0,1,0.0
004600,2011,88,88,1,2,0.011363636363636364
004600,2012,95,95,0,1,0.0
004600,2013,85,85,0,1,0.0
004600,2014,79,79,2,2,0.02531645569620253
004600,2015,62,62,2,3,0.03225806451612903
004600,2016,58,58,0,1,0.0
004608,1997,5,5,3,2,0.6
004608,1998,2,2,1,2,0.5
004608,1999,3,3,2,2,0.6666666666666666
004608,2001,3,3,3,2,1.0
004608,2002,10,10,6,4,0.6
004608,2003,5,5,3,3,0.6
004608,2004,7,7,5,6,0.7142857142857143
004608,2006,8,8,3,2,0.375
004608,2007,7,7,2,3,0.2857142857142857
004608,2008,4,4,2,3,0.5
004608,2009,6,6,1,2,0.16666666666666666
004608,2010,6,6,1,2,0.16666666666666666
004608,2011,9,9,2,2,0.2222222222222222
004608,2012,4,4,0,1,0.0
004608,2013,11,11,4,3,0.36363636363636365
004608,2014,4,4,1,2,0.25
004608,2015,10,10,4,2,0.4
004608,2016,9,9,2,2,0.2222222222222222
004608,2017,9,9,2,2,0.2222222222222222
004608,2018,6,6,0,1,0.0
004608,2019,4,4,0,1,0.0
004611,2004,1,1,1,1,1.0
004611,2014,3,3,3,1,1.0
004611,2016,1,1,1,1,1.0
004622,1997,23,23,1,2,0.043478260869565216
004622,1998,15,15,0,1,0.0
004622,1999,14,14,1,2,0.07142857142857142
004622,2000,20,20,4,4,0.2
004622,2001,27,27,6,4,0.2222222222222222
004622,2002,17,17,1,2,0.058823529411764705
004622,2003,29,29,1,2,0.034482758620689655
004622,2004,19,19,1,2,0.05263157894736842
004622,2005,21,21,2,3,0.09523809523809523
004622,2006,13,13,1,2,0.07692307692307693
004622,2007,13,13,0,1,0.0
004622,2008,5,5,0,1,0.0
004622,2009,8,8,0,1,0.0
004622,2010,12,12,0,1,0.0
004622,2011,9,9,0,1,0.0
004622,2012,7,7,0,1,0.0
004622,2013,10,10,0,1,0.0
004622,2014,12,12,0,1,0.0
004622,2015,5,5,0,1,0.0
004622,2016,13,13,0,1,0.0
004622,2017,2,2,0,1,0.0
004622,2018,4,4,0,1,0.0
004622,2019,1,1,1,1,1.0
004640,1997,1,1,1,1,1.0
004640,1999,1,1,1,1,1.0
004640,2012,1,1,1,1,1.0
004640,2013,1,1,1,1,1.0
004641,1997,2,2,0,2,0.0
004641,1998,6,6,0,2,0.0
004641,1999,4,4,0,1,0.0
004641,2000,2,2,0,1,0.0
004645,1997,2,2,0,1,0.0
004645,1998,2,2,0,1,0.0
004645,1999,2,2,0,1,0.0
004645,2000,4,4,0,1,0.0
004645,2001,1,1,0,1,0.0
004645,2002,3,3,0,1,0.0
004645,2003,1,1,0,1,0.0
004645,2004,7,7,0,1,0.0
004645,2005,3,3,0,1,0.0
004645,2006,4,4,0,1,0.0
004645,2007,2,2,0,1,0.0
004645,2009,1,1,0,1,0.0
004669,2013,1,1,0,1,0.0
004675,2001,1,1,0,1,0.0
004675,2002,1,1,0,1,0.0
004723,2003,1,1,1,1,1.0
004723,2004,2,2,0,1,0.0
004723,2005,3,3,2,2,0.6666666666666666
004723,2007,2,2,0,1,0.0
004723,2008,7,7,6,2,0.8571428571428571
004723,2009,2,2,2,1,1.0
004723,2010,4,4,4,1,1.0
004723,2011,1,1,1,1,1.0
004723,2012,3,3,2,2,0.6666666666666666
004723,2013,2,2,2,1,1.0
004723,2016,5,5,5,1,1.0
004723,2019,1,1,1,1,1.0
004735,1998,1,1,0,1,0.0
004735,2002,1,1,0,1,0.0
004737,2001,1,1,0,1,0.0
004737,2002,1,1,0,1,0.0
004737,2015,1,1,0,1,0.0
004739,1998,2,2,1,2,0.5
004739,2001,4,4,1,2,0.25
004739,2003,1,1,1,1,1.0
004764,1999,2,2,1,2,0.5
004764,2000,1,1,0,1,0.0
004764,2001,1,1,1,1,1.0
004768,1999,2,2,0,1,0.0
004768,2001,3,3,1,2,0.3333333333333333
004768,2003,6,6,1,2,0.16666666666666666
004768,2004,2,2,1,2,0.5
004768,2005,2,2,0,1,0.0
004768,2006,3,3,1,2,0.3333333333333333
004771,1997,5,5,0,1,0.0
004771,1998,1,1,0,1,0.0
004771,2000,1,1,0,1,0.0
004771,2001,1,1,0,1,0.0
004771,2002,3,3,0,1,0.0
004771,2003,2,2,0,1,0.0
004771,2004,2,2,0,1,0.0
004771,2012,2,2,0,1,0.0
004771,2013,2,2,0,1,0.0
004771,2014,1,1,0,1,0.0
004771,2015,4,4,0,1,0.0
004771,2017,1,1,0,1,0.0
004783,1998,1,1,0,1,0.0
004800,1997,2,2,0,1,0.0
004807,1997,5,5,0,1,0.0
004807,1998,7,7,0,1,0.0
004807,1999,4,4,0,1,0.0
004807,2000,6,6,3,2,0.5
004807,2001,15,15,1,3,0.06666666666666667
004807,2002,4,4,0,1,0.0
004807,2003,5,5,1,2,0.2
004807,2004,5,5,0,1,0.0
004807,2005,1,1,0,1,0.0
004807,2006,6,6,3,2,0.5
004807,2007,6,6,1,2,0.16666666666666666
004807,2008,6,6,0,1,0.0
004807,2010,5,5,2,3,0.4
004807,2011,2,2,0,1,0.0
004807,2012,4,4,1,2,0.25
004817,1997,24,24,0,1,0.0
004819,1997,8,8,0,1,0.0
004819,1998,3,3,0,1,0.0
004826,1997,9,9,0,1,0.0
004826,1998,7,7,0,1,0.0
004826,1999,11,11,0,1,0.0
004826,2000,13,13,0,1,0.0
004826,2001,24,24,0,1,0.0
004826,2002,17,17,0,1,0.0
004826,2003,11,11,0,1,0.0
004826,2004,9,9,0,1,0.0
004826,2005,18,18,1,2,0.05555555555555555
004826,2006,9,9,0,1,0.0
004826,2007,8,8,0,1,0.0
004826,2008,7,7,0,1,0.0
004826,2009,6,6,0,1,0.0
004826,2010,1,1,0,1,0.0
004826,2011,4,4,0,1,0.0
004826,2012,3,3,0,1,0.0
004826,2013,4,4,0,1,0.0
004826,2014,8,8,0,1,0.0
004826,2015,1,1,0,1,0.0
004826,2016,3,3,0,1,0.0
004826,2017,2,2,0,1,0.0
004826,2018,2,2,0,1,0.0
004839,1997,441,441,0,1,0.0
004839,1998,380,380,0,1,0.0
004839,1999,339,339,0,1,0.0
004839,2000,570,570,0,1,0.0
004839,2001,383,383,0,1,0.0
004839,2002,525,525,0,1,0.0
