gvkey,year,patents_applied,patents_granted,private_subsidiary_patents,distinct_assignee_names,private_subsidiary_share
001013,1998,2,2,2,1,1.0
001013,1999,6,6,6,2,1.0
001013,2000,3,3,3,3,1.0
001013,2001,6,6,6,3,1.0
001013,2002,4,4,4,1,1.0
001013,2003,3,3,3,3,1.0
001013,2004,2,2,2,1,1.0
001013,2005,4,4,4,1,1.0
001013,2006,4,4,4,2,1.0
001013,2007,3,3,3,1,1.0
001013,2008,2,2,2,1,1.0
001013,2010,1,1,1,1,1.0
001021,1997,1,1,0,1,0.0
001021,1998,1,1,0,1,0.0
001021,2000,2,2,0,1,0.0
001021,2001,3,3,0,1,0.0
001021,2005,1,1,0,1,0.0
001036,1997,5,5,0,1,0.0
001036,1998,8,8,0,1,0.0
001036,1999,4,4,0,1,0.0
001036,2000,5,5,0,1,0.0
001045,1997,1,1,0,1,0.0
001045,2000,1,1,0,1,0.0
001045,2001,6,6,0,2,0.0
001045,2002,4,4,0,1,0.0
001045,2003,3,3,0,2,0.0
001045,2004,9,9,0,2,0.0
001045,2005,17,17,0,3,0.0
001045,2006,4,4,0,2,0.0
001045,2007,4,4,0,1,0.0
001045,2008,4,4,0,2,0.0
001045,2009,12,12,0,2,0.0
001045,2010,11,11,1,3,0.09090909090909091
001045,2011,7,7,0,3,0.0
001045,2012,4,4,0,1,0.0
001045,2013,10,10,0,1,0.0
001045,2014,6,6,0,1,0.0
001045,2015,1,1,0,1,0.0
001045,2016,6,6,0,2,0.0
001045,2017,7,7,0,1,0.0
001045,2018,3,3,0,1,0.0
001045,2019,2,2,0,1,0.0
001048,1999,1,1,0,1,0.0
001048,2000,1,1,0,1,0.0
001050,2015,1,1,0,1,0.0
001050,2016,3,3,1,3,0.3333333333333333
001050,2018,1,1,0,1,0.0
001056,2004,1,1,0,1,0.0
001072,1997,6,6,1,2,0.16666666666666666
001072,1998,5,5,1,2,0.2
001072,1999,8,8,0,1,0.0
001072,2000,8,8,0,1,0.0
001072,2001,8,8,0,1,0.0
001072,2002,14,14,1,2,0.07142857142857142
001072,2003,9,9,0,1,0.0
001072,2004,11,11,0,1,0.0
001072,2005,8,8,2,2,0.25
001072,2006,19,19,0,1,0.0
001072,2007,13,13,0,1,0.0
001072,2008,18,18,0,2,0.0
001072,2009,20,20,0,1,0.0
001072,2010,20,20,0,1,0.0
001072,2011,21,21,0,2,0.0
001072,2012,15,15,0,1,0.0
001072,2013,27,27,0,2,0.0
001072,2014,24,24,0,2,0.0
001072,2015,20,20,0,1,0.0
001072,2016,26,26,0,1,0.0
001072,2017,22,22,0,2,0.0
001072,2018,23,23,0,1,0.0
001075,1999,1,1,0,1,0.0
001075,2001,4,4,0,1,0.0
001075,2002,4,4,0,1,0.0
001075,2003,3,3,0,1,0.0
001075,2004,3,3,0,1,0.0
001078,1997,166,166,3,3,0.018072289156626505
001078,1998,136,136,0,1,0.0
001078,1999,140,140,1,2,0.007142857142857143
001078,2000,131,131,1,2,0.007633587786259542
001078,2001,125,125,1,2,0.008
001078,2002,112,112,1,2,0.008928571428571428
001078,2003,154,154,12,5,0.07792207792207792
001078,2004,133,133,2,2,0.015037593984962405
001078,2005,140,140,10,4,0.07142857142857142
001078,2006,333,333,113,7,0.33933933933933935
001078,2007,378,378,58,7,0.15343915343915343
001078,2008,375,375,63,7,0.168
001078,2009,406,406,65,11,0.16009852216748768
001078,2010,434,434,125,14,0.2880184331797235
001078,2011,392,392,102,14,0.2602040816326531
001078,2012,383,383,92,11,0.2402088772845953
001078,2013,377,377,77,8,0.20424403183023873
001078,2014,310,310,69,10,0.22258064516129034
001078,2015,350,350,83,9,0.23714285714285716
001078,2016,365,365,57,11,0.15616438356164383
001078,2017,275,275,44,12,0.16
001078,2018,134,134,19,9,0.1417910447761194
001078,2019,36,36,9,5,0.25
001078,2020,11,11,1,3,0.09090909090909091
001081,1998,1,1,0,1,0.0
001084,2000,1,1,0,1,0.0
001084,2001,1,1,0,1,0.0
001084,2006,1,1,0,1,0.0
001084,2009,3,3,0,1,0.0
001084,2011,3,3,0,1,0.0
001084,2013,1,1,0,1,0.0
001094,2004,1,1,0,1,0.0
001099,1997,1,1,0,1,0.0
001099,2000,1,1,0,1,0.0
001104,1997,1,1,0,1,0.0
001104,1998,1,1,0,1,0.0
001104,2000,4,4,0,1,0.0
001104,2001,6,6,0,1,0.0
001104,2002,5,5,0,1,0.0
001104,2003,16,16,0,1,0.0
001104,2004,6,6,0,1,0.0
001104,2005,4,4,0,1,0.0
001104,2006,10,10,0,1,0.0
001104,2007,18,18,0,1,0.0
001104,2008,7,7,0,1,0.0
001104,2009,5,5,0,1,0.0
001104,2010,2,2,0,1,0.0
001104,2011,2,2,0,1,0.0
001104,2012,3,3,0,1,0.0
001104,2013,4,4,0,1,0.0
001104,2014,14,14,0,1,0.0
001104,2015,4,4,0,1,0.0
001104,2016,6,6,0,1,0.0
001104,2017,25,25,0,1,0.0
001104,2018,4,4,0,1,0.0
001107,2002,1,1,0,1,0.0
001115,1997,7,7,0,1,0.0
001115,1998,11,11,0,1,0.0
001115,1999,2,2,0,1,0.0
001117,2015,1,1,0,1,0.0
001161,1997,1111,1111,0,1,0.0
001161,1998,1001,1001,0,1,0.0
001161,1999,965,965,0,1,0.0
001161,2000,1229,1229,0,1,0.0
001161,2001,991,991,0,1,0.0
001161,2002,844,844,0,1,0.0
001161,2003,499,499,0,1,0.0
001161,2004,349,349,0,1,0.0
001161,2005,251,251,0,1,0.0
001161,2006,233,233,38,2,0.1630901287553648
001161,2007,241,241,49,2,0.2033195020746888
001161,2008,187,187,37,2,0.19786096256684493
001161,2009,220,220,53,2,0.2409090909090909
001161,2010,271,271,39,2,0.14391143911439114
001161,2011,218,218,49,2,0.22477064220183487
001161,2012,287,287,54,2,0.18815331010452963
001161,2013,195,195,26,2,0.13333333333333333
001161,2014,139,139,21,2,0.1510791366906475
001161,2015,113,113,15,2,0.13274336283185842
001161,2016,199,199,35,2,0.17587939698492464
001161,2017,186,186,36,2,0.1935483870967742
001161,2018,117,117,19,2,0.1623931623931624
001161,2019,38,38,9,2,0.23684210526315788
001161,2020,4,4,0,2,0.0
001164,1997,11,11,0,2,0.0
001164,1998,58,58,0,2,0.0
001164,1999,114,114,0,3,0.0
001164,2000,28,28,0,2,0.0
001164,2001,44,44,0,2,0.0
001164,2002,29,29,0,2,0.0
001164,2003,12,12,0,1,0.0
001164,2004,11,11,1,2,0.09090909090909091
001166,1997,9,9,0,1,0.0
001166,1998,21,21,0,1,0.0
001166,1999,35,35,0,1,0.0
001166,2000,51,51,0,1,0.0
001166,2001,67,67,0,1,0.0
001166,2002,100,100,0,1,0.0
001166,2003,95,95,0,1,0.0
001166,2004,71,71,0,1,0.0
001166,2005,54,54,0,1,0.0
001166,2006,78,78,0,1,0.0
001166,2007,66,66,0,1,0.0
001166,2008,52,52,0,1,0.0
001166,2009,42,42,0,1,0.0
001166,2010,37,37,0,1,0.0
001166,2011,55,55,0,1,0.0
001166,2012,79,79,0,1,0.0
001166,2013,71,71,0,1,0.0
001166,2014,93,93,0,1,0.0
001166,2015,90,90,0,1,0.0
001166,2016,103,103,0,1,0.0
001166,2017,112,112,0,1,0.0
001166,2018,77,77,0,1,0.0
001166,2019,38,38,0,1,0.0
001166,2020,4,4,0,1,0.0
001177,1998,3,3,3,1,1.0
001177,1999,4,4,4,1,1.0
001177,2000,1,1,1,1,1.0
001177,2002,1,1,1,1,1.0
001177,2004,3,3,2,2,0.6666666666666666
001177,2005,1,1,1,1,1.0
001177,2006,3,3,1,2,0.3333333333333333
001177,2007,6,6,2,2,0.3333333333333333
001177,2008,2,2,0,1,0.0
001177,2009,2,2,2,1,1.0
001177,2010,5,5,3,2,0.6
001177,2011,2,2,1,2,0.5
001177,2012,4,4,4,1,1.0
001177,2013,3,3,2,2,0.6666666666666666
001177,2014,1,1,1,1,1.0
001177,2015,7,7,3,2,0.42857142857142855
001177,2016,30,30,2,2,0.06666666666666667
001209,1997,88,88,0,1,0.0
001209,1998,97,97,0,1,0.0
001209,1999,100,100,0,1,0.0
001209,2000,71,71,0,1,0.0
001209,2001,92,92,0,1,0.0
001209,2002,110,110,0,1,0.0
001209,2003,111,111,0,1,0.0
001209,2004,81,81,0,1,0.0
001209,2005,80,80,0,1,0.0
001209,2006,75,75,0,1,0.0
001209,2007,69,69,0,1,0.0
001209,2008,82,82,0,1,0.0
001209,2009,55,55,0,1,0.0
001209,2010,60,60,0,1,0.0
001209,2011,66,66,0,1,0.0
001209,2012,62,62,0,1,0.0
001209,2013,51,51,0,1,0.0
001209,2014,41,41,0,1,0.0
001209,2015,31,31,0,1,0.0
001209,2016,24,24,0,1,0.0
001209,2017,19,19,0,1,0.0
001209,2018,16,16,0,1,0.0
001209,2019,4,4,0,1,0.0
001225,1997,1,1,0,1,0.0
001228,1997,1,1,0,1,0.0
001228,2010,2,2,0,1,0.0
001235,1997,1,1,0,1,0.0
001239,1999,2,2,0,1,0.0
001239,2000,1,1,0,1,0.0
001239,2001,3,3,3,1,1.0
001239,2002,1,1,0,1,0.0
001239,2003,2,2,1,2,0.5
001239,2004,1,1,0,1,0.0
001239,2005,3,3,2,2,0.6666666666666666
001239,2009,3,3,0,1,0.0
001239,2010,1,1,1,1,1.0
001243,1999,1,1,0,1,0.0
001243,2001,41,41,41,7,1.0
001243,2002,36,36,36,4,1.0
001243,2003,55,55,46,15,0.8363636363636363
001243,2004,27,27,22,9,0.8148148148148148
001243,2005,33,33,26,12,0.7878787878787878
001243,2006,40,40,39,11,0.975
001244,1997,2,2,0,1,0.0
001244,1998,1,1,0,1,0.0
001244,1999,1,1,0,1,0.0
001244,2000,1,1,0,1,0.0
001244,2001,1,1,0,1,0.0
001254,1997,1,1,1,1,1.0
001254,2012,2,2,0,1,0.0
001254,2013,2,2,0,1,0.0
001254,2014,1,1,0,1,0.0
001259,1998,2,2,0,1,0.0
001259,1999,1,1,0,1,0.0
001259,2000,1,1,0,1,0.0
001259,2003,1,1,0,1,0.0
001259,2007,3,3,0,1,0.0
001259,2008,6,6,0,1,0.0
001263,2005,1,1,0,1,0.0
001279,1999,1,1,0,1,0.0
001279,2006,1,1,0,1,0.0
001279,2007,1,1,0,1,0.0
001281,1997,10,10,0,1,0.0
001281,1998,3,3,0,1,0.0
001281,1999,1,1,0,1,0.0
001281,2000,1,1,0,1,0.0
001281,2001,1,1,0,1,0.0
001281,2002,6,6,0,1,0.0
001283,1998,2,2,0,1,0.0
001300,1997,376,376,7,4,0.018617021276595744
001300,1998,426,426,5,5,0.011737089201877934
001300,1999,484,484,9,6,0.01859504132231405
001300,2000,526,526,1,4,0.0019011406844106464
001300,2001,533,533,1,4,0.001876172607879925
001300,2002,622,622,2,5,0.003215434083601286
001300,2003,652,652,2,5,0.003067484662576687
001300,2004,786,786,2,5,0.002544529262086514
001300,2005,895,895,8,6,0.008938547486033519
001300,2006,853,853,2,4,0.0023446658851113715
001300,2007,945,945,50,7,0.05291005291005291
001300,2008,950,950,31,6,0.03263157894736842
001300,2009,664,664,56,5,0.08433734939759036
001300,2010,675,675,83,11,0.12296296296296297
001300,2011,740,740,54,8,0.07297297297297298
001300,2012,704,704,46,9,0.06534090909090909
001300,2013,785,785,102,7,0.12993630573248408
001300,2014,866,866,94,7,0.10854503464203233
001300,2015,931,931,182,10,0.19548872180451127
001300,2016,755,755,137,13,0.1814569536423841
001300,2017,718,718,117,12,0.16295264623955433
001300,2018,460,460,86,7,0.18695652173913044
001300,2019,192,192,33,4,0.171875
001300,2020,10,10,3,3,0.3
001308,2006,1,1,0,1,0.0
001308,2007,1,1,1,1,1.0
001308,2008,2,2,2,1,1.0
001327,1998,18,18,1,2,0.05555555555555555
001327,1999,29,29,0,1,0.0
001327,2000,47,47,1,2,0.02127659574468085
001327,2001,59,59,0,1,0.0
001327,2002,34,34,0,1,0.0
001327,2003,32,32,0,1,0.0
001327,2004,35,35,0,1,0.0
001327,2005,36,36,0,1,0.0
001327,2006,26,26,0,1,0.0
001327,2007,33,33,0,1,0.0
001327,2008,30,30,0,1,0.0
001327,2009,19,19,0,1,0.0
001327,2010,54,54,6,3,0.1111111111111111
001327,2011,56,56,3,2,0.05357142857142857
001327,2012,65,65,6,2,0.09230769230769231
001327,2013,68,68,7,3,0.10294117647058823
001327,2014,111,111,10,3,0.09009009009009009
001327,2015,208,208,19,5,0.09134615384615384
001327,2016,213,213,13,3,0.06103286384976526
001327,2017,268,268,31,4,0.11567164179104478
001327,2018,156,156,18,3,0.11538461538461539
001327,2019,86,86,4,3,0.046511627906976744
001327,2020,4,4,0,1,0.0
001331,2004,1,1,1,1,1.0
001331,2008,1,1,1,1,1.0
001334,1997,1,1,0,1,0.0
001356,1997,3,3,0,1,0.0
001356,1998,16,16,0,1,0.0
001356,1999,28,28,0,1,0.0
001356,2000,49,49,1,3,0.02040816326530612
001356,2001,44,44,0,1,0.0
001356,2002,44,44,0,1,0.0
001356,2003,49,49,0,1,0.0
001356,2004,21,21,0,1,0.0
001356,2005,30,30,0,1,0.0
001356,2006,34,34,0,1,0.0
001356,2007,38,38,0,1,0.0
001356,2008,21,21,0,1,0.0
001356,2009,21,21,0,1,0.0
001356,2010,35,35,0,1,0.0
001356,2011,27,27,0,1,0.0
001359,1997,57,57,0,1,0.0
001359,1998,41,41,0,1,0.0
001359,1999,40,40,0,1,0.0
001359,2000,26,26,0,1,0.0
001372,1997,1,1,0,1,0.0
001372,1999,2,2,0,1,0.0
001380,1998,2,2,0,2,0.0
001380,2002,3,3,0,1,0.0
001380,2004,1,1,0,1,0.0
001380,2005,3,3,0,1,0.0
001380,2007,2,2,0,1,0.0
001380,2009,1,1,0,1,0.0
001393,1997,6,6,6,1,1.0
001393,1998,7,7,7,1,1.0
001393,1999,5,5,5,1,1.0
001393,2000,7,7,7,1,1.0
001393,2001,17,17,17,1,1.0
001393,2002,4,4,4,1,1.0
001393,2003,12,12,12,1,1.0
001393,2005,2,2,2,1,1.0
001393,2006,2,2,2,1,1.0
001393,2007,1,1,1,1,1.0
001393,2008,3,3,3,1,1.0
001393,2009,9,9,9,1,1.0
001393,2011,2,2,2,2,1.0
001393,2013,3,3,3,2,1.0
001393,2014,1,1,1,1,1.0
001393,2015,2,2,2,1,1.0
001393,2017,3,3,3,1,1.0
001408,1997,46,46,0,1,0.0
001408,1998,47,47,0,1,0.0
001408,1999,63,63,0,1,0.0
001408,2000,61,61,0,1,0.0
001408,2001,92,92,0,1,0.0
001408,2002,131,131,2,2,0.015267175572519083
001408,2003,145,145,2,2,0.013793103448275862
001408,2004,167,167,5,2,0.029940119760479042
001408,2005,136,136,2,2,0.014705882352941176
001408,2006,118,118,7,2,0.059322033898305086
001408,2007,152,152,43,2,0.28289473684210525
001408,2008,187,187,10,2,0.053475935828877004
001408,2009,159,159,8,2,0.050314465408805034
001408,2010,131,131,0,1,0.0
001408,2011,142,142,0,1,0.0
001414,1997,13,13,0,1,0.0
001414,1998,9,9,0,1,0.0
001414,1999,3,3,0,1,0.0
001414,2002,1,1,0,1,0.0
001414,2005,1,1,0,1,0.0
001414,2010,1,1,0,1,0.0
001414,2011,1,1,0,1,0.0
001414,2013,2,2,0,1,0.0
001414,2015,1,1,0,1,0.0
001429,2007,1,1,1,1,1.0
001440,1998,3,3,1,2,0.3333333333333333
001440,1999,5,5,2,2,0.4
001440,2000,1,1,0,1,0.0
001440,2001,3,3,0,1,0.0
001440,2003,2,2,0,1,0.0
001440,2005,1,1,0,1,0.0
001440,2010,1,1,0,1,0.0
001440,2015,1,1,0,1,0.0
001440,2019,1,1,0,1,0.0
001447,1997,1,1,0,1,0.0
001447,1998,5,5,0,1,0.0
001447,1999,11,11,0,1,0.0
001447,2000,12,12,0,1,0.0
001447,2001,26,26,0,1,0.0
001447,2002,36,36,0,1,0.0
001447,2003,41,41,0,1,0.0
001447,2004,93,93,0,1,0.0
001447,2005,65,65,0,1,0.0
001447,2006,69,69,0,1,0.0
001447,2007,105,105,0,1,0.0
001447,2008,54,54,0,1,0.0
001447,2009,48,48,0,1,0.0
001447,2010,65,65,0,1,0.0
001447,2011,98,98,0,1,0.0
001447,2012,88,88,0,1,0.0
001447,2013,39,39,0,1,0.0
001447,2014,51,51,0,1,0.0
001447,2015,48,48,0,1,0.0
001447,2016,56,56,0,1,0.0
001447,2017,44,44,0,1,0.0
001447,2018,31,31,0,1,0.0
001447,2019,8,8,0,1,0.0
001468,1997,11,11,9,2,0.8181818181818182
001468,1998,20,20,13,2,0.65
001468,1999,10,10,4,2,0.4
001468,2000,17,17,14,2,0.8235294117647058
001468,2001,14,14,10,2,0.7142857142857143
001468,2002,10,10,7,2,0.7
001468,2003,12,12,7,2,0.5833333333333334
001468,2004,18,18,16,2,0.8888888888888888
001468,2005,5,5,3,2,0.6
001468,2006,9,9,7,2,0.7777777777777778
001468,2007,24,24,10,2,0.4166666666666667
001468,2008,16,16,8,2,0.5
001468,2009,22,22,9,2,0.4090909090909091
001468,2010,32,32,19,2,0.59375
001468,2011,43,43,17,2,0.3953488372093023
001468,2012,40,40,7,2,0.175
001478,1997,149,149,6,5,0.040268456375838924
001478,1998,160,160,4,6,0.025
001478,1999,192,192,8,8,0.041666666666666664
001478,2000,218,218,4,5,0.01834862385321101
001478,2001,170,170,3,5,0.01764705882352941
001478,2002,226,226,0,3,0.0
001478,2003,204,204,1,3,0.004901960784313725
001478,2004,174,174,0,2,0.0
001478,2005,152,152,0,2,0.0
001478,2006,181,181,0,2,0.0
001478,2007,147,147,0,2,0.0
001478,2008,69,69,2,3,0.028985507246376812
001485,1997,21,21,0,1,0.0
001487,1997,2,2,0,1,0.0
001487,1999,2,2,0,1,0.0
001487,2000,1,1,0,1,0.0
001487,2001,8,8,0,1,0.0
001487,2002,2,2,0,1,0.0
001487,2003,1,1,0,1,0.0
001487,2004,2,2,0,1,0.0
001487,2005,3,3,2,2,0.6666666666666666
001487,2006,3,3,1,2,0.3333333333333333
001487,2007,4,4,0,1,0.0
001487,2008,3,3,0,1,0.0
001487,2009,4,4,0,1,0.0
001487,2010,3,3,0,1,0.0
001487,2011,3,3,1,2,0.3333333333333333
001487,2012,7,7,6,2,0.8571428571428571
001487,2013,1,1,1,1,1.0
001487,2014,3,3,0,1,0.0
001487,2015,2,2,1,2,0.5
001487,2016,1,1,0,1,0.0
001487,2017,2,2,0,1,0.0
001487,2018,2,2,1,2,0.5
001487,2020,1,1,0,1,0.0
001496,1999,3,3,0,1,0.0
001533,1997,1,1,0,1,0.0
001533,2001,1,1,0,1,0.0
001533,2006,1,1,1,1,1.0
001533,2007,2,2,2,1,1.0
001533,2008,2,2,2,1,1.0
001533,2009,2,2,2,1,1.0
001533,2010,1,1,1,1,1.0
001533,2011,2,2,1,2,0.5
001533,2012,2,2,0,1,0.0
001533,2013,1,1,1,1,1.0
001542,1997,2,2,0,1,0.0
001542,1998,1,1,0,1,0.0
001542,1999,1,1,0,1,0.0
001567,1997,3,3,3,2,1.0
001567,1998,2,2,2,1,1.0
001567,1999,13,13,13,1,1.0
001567,2000,65,65,65,2,1.0
001567,2001,42,42,42,1,1.0
001567,2002,31,31,30,3,0.967741935483871
001567,2003,26,26,26,3,1.0
001567,2004,25,25,19,3,0.76
001567,2005,41,41,25,3,0.6097560975609756
001567,2006,15,15,6,2,0.4
001567,2007,21,21,1,2,0.047619047619047616
001577,2000,1,1,0,1,0.0
001577,2001,1,1,0,1,0.0
001577,2004,1,1,0,1,0.0
001577,2006,1,1,0,1,0.0
001581,1997,574,574,0,1,0.0
001581,1998,413,413,0,2,0.0
001581,1999,442,442,0,1,0.0
001581,2000,570,570,0,1,0.0
001581,2001,745,745,0,1,0.0
001581,2002,805,805,0,2,0.0
001581,2003,718,718,0,2,0.0
001581,2004,715,715,0,2,0.0
001585,1997,1,1,1,1,1.0
001585,1998,2,2,0,1,0.0
001585,1999,1,1,1,1,1.0
001585,2000,1,1,0,1,0.0
001585,2001,1,1,0,1,0.0
001585,2004,1,1,1,1,1.0
001585,2006,2,2,2,1,1.0
001585,2008,1,1,0,1,0.0
001585,2011,1,1,0,1,0.0
001585,2012,1,1,1,1,1.0
001585,2013,1,1,1,1,1.0
001585,2014,2,2,1,2,0.5
001585,2016,3,3,3,1,1.0
001585,2017,2,2,2,1,1.0
001585,2018,6,6,6,1,1.0
001585,2019,3,3,3,1,1.0
001587,1998,1,1,0,1,0.0
001587,2000,1,1,0,1,0.0
001593,1997,11,11,0,1,0.0
001593,1998,4,4,0,1,0.0
001593,1999,2,2,0,1,0.0
001593,2000,1,1,0,1,0.0
001593,2002,1,1,0,1,0.0
001593,2003,4,4,0,1,0.0
001593,2005,1,1,0,1,0.0
001593,2008,1,1,0,1,0.0
001598,1997,2,2,1,2,0.5
001598,1998,5,5,0,1,0.0
001598,1999,5,5,1,2,0.2
001598,2000,8,8,0,1,0.0
001598,2001,4,4,0,1,0.0
001598,2002,14,14,2,2,0.14285714285714285
001598,2003,6,6,2,3,0.3333333333333333
001598,2004,7,7,3,4,0.42857142857142855
001598,2005,11,11,8,5,0.7272727272727273
001598,2006,21,21,15,6,0.7142857142857143
001598,2007,13,13,13,6,1.0
001598,2008,15,15,10,8,0.6666666666666666
001598,2009,15,15,11,8,0.7333333333333333
001598,2010,14,14,10,9,0.7142857142857143
001598,2011,16,16,16,9,1.0
001598,2012,8,8,7,6,0.875
001598,2013,10,10,8,7,0.8
001598,2014,9,9,7,6,0.7777777777777778
001598,2015,10,10,9,8,0.9
001598,2016,7,7,5,6,0.7142857142857143
001598,2017,14,14,11,6,0.7857142857142857
001598,2018,7,7,7,6,1.0
001598,2019,3,3,2,3,0.6666666666666666
001602,1997,38,38,1,2,0.02631578947368421
001602,1998,44,44,4,2,0.09090909090909091
001602,1999,32,32,3,2,0.09375
001602,2000,47,47,3,2,0.06382978723404255
001602,2001,43,43,0,1,0.0
001602,2002,51,51,1,2,0.0196078431372549
001602,2003,54,54,0,1,0.0
001602,2004,65,65,0,1,0.0
001602,2005,85,85,0,1,0.0
001602,2006,76,76,0,1,0.0
001602,2007,87,87,3,3,0.034482758620689655
001602,2008,102,102,2,3,0.0196078431372549
001602,2009,72,72,1,2,0.013888888888888888
001602,2010,67,67,4,3,0.05970149253731343
001602,2011,88,88,2,2,0.022727272727272728
001602,2012,86,86,1,2,0.011627906976744186
001602,2013,74,74,12,2,0.16216216216216217
001602,2014,86,86,8,5,0.09302325581395349
001602,2015,47,47,4,3,0.0851063829787234
001602,2016,86,86,3,2,0.03488372093023256
001602,2017,39,39,3,2,0.07692307692307693
001602,2018,39,39,2,3,0.05128205128205128
001602,2019,8,8,0,1,0.0
001602,2020,3,3,0,1,0.0
001606,1998,1,1,0,1,0.0
001606,1999,1,1,0,1,0.0
001613,2002,2,2,2,1,1.0
001613,2017,2,2,2,1,1.0
001613,2019,1,1,1,1,1.0
001618,1997,1,1,0,1,0.0
001618,1998,1,1,0,1,0.0
001618,1999,2,2,0,1,0.0
001618,2006,1,1,0,1,0.0
001618,2008,1,1,0,1,0.0
001618,2014,1,1,0,1,0.0
001618,2015,1,1,0,1,0.0
001632,1997,59,59,0,1,0.0
001632,1998,67,67,1,2,0.014925373134328358
001632,1999,75,75,2,2,0.02666666666666667
001632,2000,124,124,3,2,0.024193548387096774
001632,2001,126,126,2,2,0.015873015873015872
001632,2002,179,179,0,1,0.0
001632,2003,133,133,2,2,0.015037593984962405
001632,2004,163,163,1,2,0.006134969325153374
001632,2005,137,137,3,3,0.021897810218978103
001632,2006,130,130,4,3,0.03076923076923077
001632,2007,113,113,0,1,0.0
001632,2008,133,133,0,1,0.0
001632,2009,154,154,1,2,0.006493506493506494
001632,2010,123,123,2,2,0.016260162601626018
001632,2011,178,178,10,2,0.056179775280898875
001632,2012,200,200,2,3,0.01
001632,2013,283,283,6,2,0.02120141342756184
001632,2014,199,199,11,2,0.05527638190954774
001632,2015,194,194,4,2,0.020618556701030927
001632,2016,209,209,4,2,0.019138755980861243
001632,2017,146,146,3,2,0.02054794520547945
001632,2018,153,153,1,2,0.006535947712418301
001632,2019,71,71,0,1,0.0
001632,2020,3,3,0,1,0.0
001633,1997,31,31,1,2,0.03225806451612903
001633,1998,21,21,1,2,0.047619047619047616
001633,1999,20,20,0,1,0.0
001633,2000,5,5,0,1,0.0
001633,2001,18,18,0,1,0.0
001633,2002,20,20,0,1,0.0
001633,2003,18,18,0,1,0.0
001633,2004,31,31,0,1,0.0
001633,2005,21,21,1,2,0.047619047619047616
001633,2006,10,10,0,1,0.0
001633,2007,45,45,2,2,0.044444444444444446
001633,2008,38,38,0,1,0.0
001633,2009,28,28,3,2,0.10714285714285714
001633,2010,34,34,5,2,0.14705882352941177
001633,2011,36,36,5,2,0.1388888888888889
001633,2012,48,48,6,2,0.125
001633,2013,37,37,12,2,0.32432432432432434
001633,2014,26,26,7,2,0.2692307692307692
001633,2015,28,28,7,4,0.25
001633,2016,13,13,7,2,0.5384615384615384
001633,2017,6,6,4,2,0.6666666666666666
001635,1999,3,3,0,1,0.0
001635,2000,1,1,0,1,0.0
001635,2002,4,4,0,1,0.0
001635,2003,1,1,0,1,0.0
001635,2004,1,1,0,1,0.0
001635,2006,1,1,0,1,0.0
001635,2007,2,2,0,1,0.0
001635,2008,1,1,0,1,0.0
001635,2009,4,4,0,1,0.0
001635,2010,2,2,0,1,0.0
001635,2011,2,2,0,1,0.0
001635,2012,1,1,0,1,0.0
001635,2013,7,7,0,1,0.0
001650,1997,6,6,0,1,0.0
001650,1998,5,5,0,1,0.0
001650,1999,2,2,0,1,0.0
001650,2000,1,1,0,1,0.0
001650,2006,1,1,0,1,0.0
001650,2008,1,1,0,1,0.0
001650,2009,1,1,0,1,0.0
001650,2010,1,1,0,1,0.0
001650,2011,1,1,0,1,0.0
001650,2014,2,2,0,1,0.0
001659,1998,1,1,0,1,0.0
001659,1999,1,1,0,1,0.0
001659,2001,2,2,2,1,1.0
001659,2002,1,1,1,1,1.0
001659,2004,1,1,0,1,0.0
001659,2005,2,2,0,1,0.0
001659,2006,4,4,0,1,0.0
001659,2007,4,4,0,1,0.0
001659,2008,2,2,0,1,0.0
001659,2010,4,4,0,1,0.0
001659,2011,3,3,0,1,0.0
001659,2012,2,2,0,1,0.0
001659,2013,5,5,0,1,0.0
001659,2014,2,2,0,1,0.0
001659,2015,2,2,0,1,0.0
001659,2017,1,1,0,1,0.0
001663,1997,3,3,0,1,0.0
001663,1998,3,3,2,2,0.6666666666666666
001663,1999,2,2,2,1,1.0
001663,2000,4,4,4,2,1.0
001663,2001,2,2,2,2,1.0
001663,2002,5,5,4,3,0.8
001663,2003,1,1,1,1,1.0
001663,2004,4,4,3,2,0.75
001663,2005,1,1,1,1,1.0
001663,2006,5,5,0,1,0.0
001663,2007,3,3,0,1,0.0
001677,1997,33,33,3,2,0.09090909090909091
001677,1998,19,19,0,1,0.0
001677,1999,13,13,7,3,0.5384615384615384
001677,2000,7,7,2,2,0.2857142857142857
001677,2001,13,13,2,2,0.15384615384615385
001677,2002,14,14,1,2,0.07142857142857142
001677,2003,13,13,0,1,0.0
001677,2004,9,9,0,1,0.0
001677,2005,5,5,0,1,0.0
001677,2006,6,6,0,1,0.0
001678,1998,5,5,3,2,0.6
001678,1999,2,2,0,1,0.0
001678,2000,3,3,0,1,0.0
001678,2001,1,1,0,1,0.0
001678,2002,2,2,0,1,0.0
001678,2003,1,1,0,1,0.0
001678,2006,1,1,0,1,0.0
001678,2007,2,2,0,1,0.0
001678,2008,2,2,0,1,0.0
001678,2009,1,1,0,1,0.0
001678,2011,3,3,0,1,0.0
001678,2012,1,1,0,1,0.0
001678,2013,2,2,0,1,0.0
001678,2014,2,2,0,1,0.0
001678,2015,4,4,0,1,0.0
001678,2016,4,4,0,1,0.0
