gvkey,year,patents_applied,patents_granted,private_subsidiary_patents,distinct_assignee_names,private_subsidiary_share,cik,link_method,link_score,link_conflict,candidate_count,ticker_hint,revenue,sales_marketing_expense,sga_expense,rd_expense,capex,employees,sales_marketing_to_revenue,sga_to_revenue,rd_to_revenue,capex_to_revenue,kw_sales_force,kw_customer_service,kw_brand,kw_advertising,kw_customer_data,customer_capital_keyword_total,sic,sic_description,state_of_incorporation,fiscal_year_end,entity_type,name_sec,ticker_sec,naics2_proxy
177281,2020,1,1,0,1,0.0,0001018963,fuzzy_name,0.9,True,2.0,,2982100000.0,,201000000.0,14100000.0,,,,0.06740216625867677,0.004728211662922102,,0.0,0.0,0.0,0.0,2.0,2.0,3317,Steel Pipe & Tubes,DE,1228,operating,ATI INC,ATI,31-33
177284,2004,5,5,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177284,2005,4,4,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177284,2006,4,4,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177284,2007,3,3,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177284,2008,5,5,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177284,2009,3,3,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177284,2010,1,1,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177284,2011,1,1,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177285,2006,6,6,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177286,2002,1,1,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177286,2003,3,3,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177286,2004,3,3,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177286,2005,3,3,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177286,2006,2,2,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177286,2007,5,5,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177287,2007,3,3,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177287,2008,1,1,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177287,2010,2,2,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177287,2011,1,1,0,1,0.0,0000008947,fuzzy_name,0.9,False,1.0,,469112410.0,,48864886.0,,19783755.0,,,0.10416455620945948,,0.04217273851271596,,,,,,,3470,"Coating, Engraving & Allied Services",TX,0228,operating,AZZ INC,AZZ,31-33
177287,2012,6,6,0,1,0.0,0000008947,fuzzy_name,0.9,False,1.0,,140391000.0,,66188575.0,,24922987.0,,,0.47145881858523697,,0.17752553226346418,,,,,,,3470,"Coating, Engraving & Allied Services",TX,0228,operating,AZZ INC,AZZ,31-33
177287,2013,7,7,5,3,0.7142857142857143,0000008947,fuzzy_name,0.9,False,1.0,,181011000.0,,105591214.0,,43471526.0,,,0.5833414212395932,,0.2401595814619001,,,,,,,3470,"Coating, Engraving & Allied Services",TX,0228,operating,AZZ INC,AZZ,31-33
177287,2014,4,4,2,2,0.5,0000008947,fuzzy_name,0.9,False,1.0,,193416000.0,,98871000.0,,29377000.0,,,0.5111831492741035,,0.15188505604500144,1.0,0.0,0.0,0.0,0.0,1.0,3470,"Coating, Engraving & Allied Services",TX,0228,operating,AZZ INC,AZZ,31-33
177287,2015,5,5,4,3,0.8,0000008947,fuzzy_name,0.9,False,1.0,,217611000.0,,107823000.0,,39861000.0,,,0.49548506279553883,,0.1831754828570247,1.0,0.0,1.0,0.0,0.0,2.0,3470,"Coating, Engraving & Allied Services",TX,0228,operating,AZZ INC,AZZ,31-33
177287,2016,2,2,2,2,1.0,0000008947,fuzzy_name,0.9,False,1.0,,858930000.0,,106424000.0,,41434000.0,,,0.12390299558753333,,0.04823908816783673,1.0,0.0,0.0,0.0,0.0,1.0,3470,"Coating, Engraving & Allied Services",TX,0228,operating,AZZ INC,AZZ,31-33
177287,2017,6,6,6,2,1.0,0000008947,fuzzy_name,0.9,False,1.0,,196329000.0,,112061000.0,,29612000.0,,,0.5707816980680388,,0.1508284563156742,1.0,0.0,0.0,0.0,0.0,1.0,3470,"Coating, Engraving & Allied Services",TX,0228,operating,AZZ INC,AZZ,31-33
177287,2018,4,4,3,2,0.75,0000008947,fuzzy_name,0.9,False,1.0,,863538000.0,,121665000.0,,25616000.0,,,0.1408913099365633,,0.029664010153577492,1.0,0.0,0.0,0.0,0.0,1.0,3470,"Coating, Engraving & Allied Services",TX,0228,operating,AZZ INC,AZZ,31-33
177287,2019,1,1,1,1,1.0,0000008947,fuzzy_name,0.9,False,1.0,,1061817000.0,,139253000.0,,35044000.0,,,0.13114595076176028,,0.03300380385697347,1.0,0.0,0.0,0.0,0.0,1.0,3470,"Coating, Engraving & Allied Services",TX,0228,operating,AZZ INC,AZZ,31-33
177287,2020,1,1,0,1,0.0,0000008947,fuzzy_name,0.9,False,1.0,,195629000.0,,107134000.0,,37079000.0,,,0.5476386425325489,,0.18953733853365298,1.0,0.0,0.0,0.0,0.0,1.0,3470,"Coating, Engraving & Allied Services",TX,0228,operating,AZZ INC,AZZ,31-33
177288,2004,1,1,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177288,2006,1,1,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177288,2007,1,1,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177288,2008,1,1,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177288,2009,1,1,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177288,2012,1,1,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177313,2015,2,2,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177315,2005,3,3,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177315,2006,5,5,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177315,2007,2,2,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177315,2008,4,4,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177315,2009,7,7,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177315,2010,10,10,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177315,2011,31,31,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177315,2012,38,38,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177315,2013,31,31,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177315,2014,8,8,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177315,2016,1,1,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177315,2018,1,1,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177367,2012,1,1,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177367,2014,2,2,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177367,2016,1,1,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177367,2017,5,5,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177374,2011,1,1,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177374,2015,1,1,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177376,2005,1,1,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177376,2006,1,1,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177376,2007,2,2,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177376,2011,5,5,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177376,2012,1,1,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177376,2015,1,1,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177376,2016,5,5,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177397,2006,1,1,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177397,2007,1,1,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177426,2012,6,6,0,1,0.0,0001013880,fuzzy_name,0.9,False,1.0,,,,43845000.0,,40653000.0,,,,,,0.0,3.0,12.0,0.0,7.0,22.0,7363,Services-Help Supply Services,DE,1231,operating,"TTEC Holdings, Inc.",TTEC,54
177426,2013,10,10,0,1,0.0,0001013880,fuzzy_name,0.9,False,1.0,,,,51343000.0,,50364000.0,,,,,,0.0,2.0,14.0,0.0,15.0,31.0,7363,Services-Help Supply Services,DE,1231,operating,"TTEC Holdings, Inc.",TTEC,54
177426,2014,5,5,0,1,0.0,0001013880,fuzzy_name,0.9,False,1.0,,,,198553000.0,,67641000.0,,,,,,0.0,0.0,11.0,0.0,18.0,29.0,7363,Services-Help Supply Services,DE,1231,operating,"TTEC Holdings, Inc.",TTEC,54
177426,2015,9,9,0,1,0.0,0001013880,fuzzy_name,0.9,False,1.0,,,,48575000.0,,66595000.0,,,,,,0.0,0.0,8.0,0.0,16.0,24.0,7363,Services-Help Supply Services,DE,1231,operating,"TTEC Holdings, Inc.",TTEC,54
177426,2016,7,7,0,1,0.0,0001013880,fuzzy_name,0.9,False,1.0,,,,40628000.0,,50832000.0,,,,,,1.0,0.0,13.0,0.0,18.0,32.0,7363,Services-Help Supply Services,DE,1231,operating,"TTEC Holdings, Inc.",TTEC,54
177426,2017,4,4,0,1,0.0,0001013880,fuzzy_name,0.9,False,1.0,,,,49942000.0,,51958000.0,,,,,,1.0,2.0,21.0,0.0,11.0,35.0,7363,Services-Help Supply Services,DE,1231,operating,"TTEC Holdings, Inc.",TTEC,54
177426,2018,8,8,0,1,0.0,0001013880,fuzzy_name,0.9,False,1.0,,419133000.0,,182428000.0,,43450000.0,,,0.4352508630911906,,0.1036663779754875,0.0,4.0,23.0,0.0,12.0,39.0,7363,Services-Help Supply Services,DE,1231,operating,"TTEC Holdings, Inc.",TTEC,54
177426,2019,3,3,0,1,0.0,0001013880,fuzzy_name,0.9,False,1.0,,1643704000.0,,53894000.0,,60776000.0,,,0.032788141903895104,,0.03697502713383918,3.0,3.0,18.0,0.0,23.0,47.0,7363,Services-Help Supply Services,DE,1231,operating,"TTEC Holdings, Inc.",TTEC,54
177429,2007,1,1,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177429,2010,1,1,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177429,2011,1,1,1,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177429,2012,8,8,7,4,0.875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177429,2013,4,4,4,4,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177429,2014,2,2,2,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177450,2010,1,1,0,1,0.0,0000050863,fuzzy_name,0.9,False,1.0,,43623000000.0,,6309000000.0,6576000000.0,5207000000.0,,,0.14462554157210647,0.1507461660133416,0.11936363844760792,,,,,,,3674,Semiconductors & Related Devices,DE,1227,operating,INTEL CORP,INTC,31-33
177450,2012,2,2,0,1,0.0,0000050863,fuzzy_name,0.9,False,1.0,,53341000000.0,,8057000000.0,10148000000.0,11027000000.0,,,0.15104703698843291,0.19024765190003937,0.2067265330608725,,,,,,,3674,Semiconductors & Related Devices,DE,1227,operating,INTEL CORP,INTC,31-33
177528,2007,1,1,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177528,2016,1,1,0,1,0.0,0001320760,exact_normalized_name,1.0,False,1.0,,27373000.0,,8149000.0,,,,,0.29770211522303,,,0.0,0.0,0.0,0.0,0.0,0.0,8742,Services-Management Consulting Services,DE,1231,operating,"TSS, Inc.",TSSI,54
177528,2017,1,1,0,1,0.0,0001320760,exact_normalized_name,1.0,False,1.0,,18316000.0,,6459000.0,,,,,0.3526424983620878,,,0.0,0.0,1.0,0.0,0.0,1.0,8742,Services-Management Consulting Services,DE,1231,operating,"TSS, Inc.",TSSI,54
177538,2010,1,1,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177538,2011,1,1,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177545,2009,1,1,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177545,2010,4,4,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177545,2011,2,2,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177545,2012,1,1,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177545,2014,4,4,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177565,2011,2,2,0,1,0.0,0001163389,fuzzy_name,0.9,True,5.0,,,,,,1921000.0,,,,,,0.0,1.0,0.0,4.0,0.0,5.0,6022,State Commercial Banks,VA,1231,operating,NEW PEOPLES BANKSHARES INC,NWPP,52
177565,2012,1,1,0,1,0.0,0001163389,fuzzy_name,0.9,True,5.0,,,,,,1333000.0,,,,,,0.0,1.0,0.0,4.0,0.0,5.0,6022,State Commercial Banks,VA,1231,operating,NEW PEOPLES BANKSHARES INC,NWPP,52
177565,2014,1,1,0,1,0.0,0001163389,fuzzy_name,0.9,True,5.0,,,,,,1753000.0,,,,,,0.0,1.0,0.0,6.0,0.0,7.0,6022,State Commercial Banks,VA,1231,operating,NEW PEOPLES BANKSHARES INC,NWPP,52
177565,2015,6,6,0,1,0.0,0001163389,fuzzy_name,0.9,True,5.0,,,,,,2423000.0,,,,,,0.0,1.0,0.0,4.0,0.0,5.0,6022,State Commercial Banks,VA,1231,operating,NEW PEOPLES BANKSHARES INC,NWPP,52
177565,2016,1,1,0,1,0.0,0001163389,fuzzy_name,0.9,True,5.0,,,,,,4790000.0,,,,,,0.0,1.0,0.0,4.0,0.0,5.0,6022,State Commercial Banks,VA,1231,operating,NEW PEOPLES BANKSHARES INC,NWPP,52
177565,2017,2,2,0,1,0.0,0001163389,fuzzy_name,0.9,True,5.0,,,,,,2164000.0,,,,,,0.0,1.0,0.0,3.0,0.0,4.0,6022,State Commercial Banks,VA,1231,operating,NEW PEOPLES BANKSHARES INC,NWPP,52
177565,2019,4,4,0,1,0.0,0001163389,fuzzy_name,0.9,True,5.0,,,,,,1550000.0,,,,,,0.0,3.0,0.0,8.0,0.0,11.0,6022,State Commercial Banks,VA,1231,operating,NEW PEOPLES BANKSHARES INC,NWPP,52
177633,2007,1,1,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177633,2009,1,1,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177633,2013,2,2,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177633,2015,1,1,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177633,2017,1,1,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177650,2002,1,1,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177650,2003,1,1,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177650,2004,12,12,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177650,2005,4,4,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177650,2006,7,7,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177650,2007,10,10,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177650,2008,4,4,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177650,2009,9,9,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177650,2010,7,7,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177650,2011,5,5,0,1,0.0,0001338929,fuzzy_name,0.8888888888888888,False,1.0,,0.0,,,,,,,,,,0.0,0.0,0.0,10.0,0.0,10.0,5130,"Wholesale-Apparel, Piece Goods & Notions",NV,1231,operating,"Authentic Holdings, Inc.",AHRO,42
177654,2002,4,4,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177654,2003,9,9,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177654,2004,6,6,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177654,2006,1,1,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177654,2007,1,1,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177654,2008,1,1,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177697,2008,1,1,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177733,2005,1,1,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177733,2006,1,1,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177733,2007,2,2,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177733,2009,2,2,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177733,2010,1,1,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177740,2002,3,3,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177740,2003,3,3,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177740,2004,3,3,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177740,2005,3,3,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177740,2006,4,4,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177740,2007,1,1,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177744,2008,1,1,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177744,2011,1,1,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177744,2013,1,1,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177744,2014,1,1,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177745,2007,1,1,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177764,2011,1,1,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177764,2013,1,1,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177764,2014,1,1,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177764,2015,6,6,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177764,2016,9,9,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177764,2017,5,5,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177764,2018,6,6,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177764,2019,1,1,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177764,2020,1,1,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177780,2006,3,3,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177780,2007,5,5,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177780,2008,3,3,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177780,2009,2,2,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177780,2010,9,9,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177780,2011,6,6,0,1,0.0,0001158172,exact_normalized_name,1.0,False,1.0,,232392000.0,20073000.0,,8099000.0,7235000.0,,0.08637560673345038,,0.03485059726668732,0.03113274123033495,,,,,,,7389,"Services-Business Services, NEC",DE,1231,operating,"COMSCORE, INC.",SCOR,54
177780,2012,7,7,1,2,0.14285714285714285,0001158172,exact_normalized_name,1.0,False,1.0,,255193000.0,91849000.0,,33994000.0,7590000.0,,0.35991974701500434,,0.13320898300501974,0.029742195122906975,,,,,,,7389,"Services-Business Services, NEC",DE,1231,operating,"COMSCORE, INC.",SCOR,54
177780,2013,5,5,0,1,0.0,0001158172,exact_normalized_name,1.0,False,1.0,,286860000.0,25743000.0,,10558000.0,4597000.0,,0.0897406400334658,,0.03680541030467824,0.016025238792442307,,,,,,,7389,"Services-Business Services, NEC",DE,1231,operating,"COMSCORE, INC.",SCOR,54
177780,2014,13,13,0,1,0.0,0001158172,exact_normalized_name,1.0,False,1.0,,329151000.0,24734000.0,,21172000.0,7649000.0,,0.07514484233679983,,0.06432306145203873,0.023238574392907815,9.0,3.0,33.0,100.0,63.0,208.0,7389,"Services-Business Services, NEC",DE,1231,operating,"COMSCORE, INC.",SCOR,54
177780,2015,10,10,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177780,2016,19,19,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177780,2017,7,7,0,1,0.0,0001158172,exact_normalized_name,1.0,False,1.0,,403549000.0,39713000.0,,24921000.0,10182000.0,,0.09840936292742641,,0.061754582467061,0.02523113673928073,3.0,3.0,16.0,81.0,34.0,137.0,7389,"Services-Business Services, NEC",DE,1231,operating,"COMSCORE, INC.",SCOR,54
177780,2018,7,7,0,1,0.0,0001158172,exact_normalized_name,1.0,False,1.0,,109310000.0,108395000.0,,76979000.0,4206000.0,,0.9916293111334736,,0.7042265117555576,0.03847772390449181,2.0,1.0,22.0,70.0,53.0,148.0,7389,"Services-Business Services, NEC",DE,1231,operating,"COMSCORE, INC.",SCOR,54
177780,2019,3,3,0,1,0.0,0001158172,exact_normalized_name,1.0,False,1.0,,388645000.0,20555000.0,,12639000.0,2736000.0,,0.052888883171017254,,0.032520680826975776,0.007039843559032022,0.0,1.0,20.0,60.0,46.0,127.0,7389,"Services-Business Services, NEC",DE,1231,operating,"COMSCORE, INC.",SCOR,54
177827,2006,156,156,0,2,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177827,2007,305,305,0,3,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177827,2008,338,338,0,3,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177827,2009,144,144,0,2,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177827,2010,171,171,0,2,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177827,2011,243,243,0,2,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177827,2012,240,240,0,2,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177827,2013,137,137,0,2,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177870,2003,4,4,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177870,2007,1,1,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177871,2011,1,1,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177871,2019,1,1,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177872,2006,1,1,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177872,2009,5,5,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177872,2012,5,5,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177879,2015,1,1,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177879,2017,1,1,0,1,0.0,0001666134,fuzzy_name,0.9,False,1.0,,50233000.0,109775000.0,,23874000.0,4002000.0,,2.1853164254573687,,0.4752652638703641,0.0796687436545697,17.0,7.0,18.0,10.0,3.0,55.0,7372,Services-Prepackaged Software,DE,1231,operating,"BLACKLINE, INC.",BL,54
177879,2018,1,1,0,1,0.0,0001666134,fuzzy_name,0.9,False,1.0,,62316000.0,128808000.0,,30754000.0,6284000.0,,2.0670132871172733,,0.49351691379421014,0.10084087553758264,10.0,7.0,16.0,10.0,2.0,45.0,7372,Services-Prepackaged Software,DE,1231,operating,"BLACKLINE, INC.",BL,54
177881,2005,29,29,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177881,2006,39,39,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177881,2007,33,33,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177881,2008,20,20,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177881,2009,18,18,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177881,2010,27,27,0,1,0.0,0000937556,exact_normalized_name,1.0,False,2.0,,405407000.0,,174089000.0,36000000.0,9561000.0,,,0.42941784428981244,0.08879965072137383,0.0235837072374182,,,,,,,3845,Electromedical & Electrotherapeutic Apparatus,DE,0103,operating,MASIMO CORP,MASI,31-33
177881,2011,27,27,0,1,0.0,0000937556,exact_normalized_name,1.0,False,2.0,,438988000.0,,169205000.0,38412000.0,5057000.0,,,0.3854433378588936,0.08750125288162774,0.011519677075455365,,,,,,,3845,Electromedical & Electrotherapeutic Apparatus,DE,0103,operating,MASIMO CORP,MASI,31-33
177881,2012,36,36,0,1,0.0,0000937556,exact_normalized_name,1.0,False,2.0,,132161000.0,,193948000.0,47077000.0,10828000.0,,,1.467513109010979,0.3562094717806312,0.08193037280286923,,,,,,,3845,Electromedical & Electrotherapeutic Apparatus,DE,0103,operating,MASIMO CORP,MASI,31-33
177881,2013,40,40,0,1,0.0,0000937556,exact_normalized_name,1.0,False,2.0,,131447000.0,,215469000.0,55631000.0,9090000.0,,,1.6392081979809352,0.4232200050210351,0.06915334697634788,,,,,,,3845,Electromedical & Electrotherapeutic Apparatus,DE,0103,operating,MASIMO CORP,MASI,31-33
177881,2014,45,45,1,2,0.022222222222222223,0000937556,exact_normalized_name,1.0,False,2.0,,144118000.0,,241016000.0,56581000.0,75061000.0,,,1.6723518228118626,0.3926018956688269,0.5208301530690129,,,,,,,3845,Electromedical & Electrotherapeutic Apparatus,DE,0103,operating,MASIMO CORP,MASI,31-33
177881,2015,40,40,2,2,0.05,0000937556,exact_normalized_name,1.0,False,2.0,,630111000.0,,252725000.0,56617000.0,50393000.0,,,0.40108012715220015,0.08985242282708919,0.07997479809112998,,,,,,,3845,Electromedical & Electrotherapeutic Apparatus,DE,0103,operating,MASIMO CORP,MASI,31-33
177881,2016,31,31,0,1,0.0,0000937556,exact_normalized_name,1.0,False,2.0,,183201000.0,,253667000.0,59362000.0,19707000.0,,,1.3846376384408383,0.3240266155752425,0.10757037352416199,12.0,2.0,5.0,43.0,0.0,58.0,3845,Electromedical & Electrotherapeutic Apparatus,DE,0103,operating,MASIMO CORP,MASI,31-33
177881,2017,49,49,0,1,0.0,0000937556,exact_normalized_name,1.0,False,2.0,,193692000.0,,275786000.0,61953000.0,43684000.0,,,1.4238378456518597,0.31985316894864013,0.22553332094252732,8.0,2.0,5.0,48.0,0.0,63.0,3845,Electromedical & Electrotherapeutic Apparatus,DE,0103,operating,MASIMO CORP,MASI,31-33
